代码,名字,行业,地区,市盈率,流通股本,总股本(万),总资产(万),流动资产,固定资产,公积金,每股公积金,每股收益,每股净资,市净率,上市日期,平均利润
300250,初灵信息,通信设备,浙江,256.47,4419.64,9802.88,90852.53,54286.0,2221.85,49920.44,5.09,0.242,7.72,10.73,20110803,2788.0
300251,光线传媒,影视音像,北京,195.02,122462.35,146680.42,726416.5,344301.19,2441.74,282827.69,1.93,0.125,4.26,7.62,20110803,28020.333333333332
300252,金信诺,电气设备,深圳,125.69,26284.68,40853.23,206871.05,125910.07,28643.65,10355.17,0.25,0.24,1.94,20.7,20110818,6820.666666666667
300253,卫宁软件,软件服务,上海,208.27,38014.19,54649.42,148074.34,81013.57,2566.31,6942.52,0.13,0.16399999999999998,1.59,28.56,20110818,9705.666666666666
300254,仟源医药,化学制药,山西,140.19,10493.87,17359.0,119713.6,37112.84,26891.85,47697.53,2.75,0.19,4.57,7.13,20110819,3280.0
300255,常山药业,生物制药,河北,73.31,32890.41,47104.67,218321.75,132932.52,38913.85,44531.87,0.95,0.183,3.06,5.84,20110819,11167.666666666666
300256,星星科技,元器件,浙江,116.35,12601.58,32473.83,600973.44,285072.13,94323.2,257579.91,7.93,0.175,9.59,2.83,20110819,-2180.3333333333335
300257,开山股份,机械基件,浙江,110.54,81436.49,85800.0,447802.56,323071.31,85442.13,151112.95,1.76,0.199,3.87,7.59,20110819,28324.333333333332
300258,精锻科技,汽车配件,江苏,36.13,24976.97,27000.0,177907.91,55264.16,84084.56,48561.7,1.8,0.374,4.64,3.88,20110826,11616.0
300259,新天科技,电器仪表,河南,78.41,25213.73,46674.85,101807.18,62956.18,25489.07,2989.37,0.06,0.122,1.83,6.95,20110831,8897.666666666666
300260,新莱应材,机械基件,江苏,436.9,4724.25,10005.0,104946.36,67750.06,31658.6,39308.31,3.93,0.06,6.49,5.42,20110906,921.0
300261,雅本化学,农药化肥,江苏,98.14,37033.98,39240.44,151931.45,56367.55,44729.94,12301.55,0.31,0.122,1.8,8.89,20110906,4750.0
300262,巴安水务,环境保护,上海,63.04,22652.48,37352.0,170573.91,86156.4,8229.07,1747.46,0.05,0.28,1.82,10.76,20110916,7550.0
300263,隆华节能,专用机械,河南,92.02,23055.38,44329.96,326619.88,187892.27,33350.81,143029.16,3.23,0.24,5.29,5.15,20110916,11914.666666666666
300264,佳创视讯,通信设备,深圳,0.0,17065.77,22950.0,65135.07,54977.76,1634.87,28008.55,1.22,-0.005,2.62,9.5,20110916,1148.0
300265,通光线缆,电气设备,江苏,96.87,33750.0,33750.0,131956.86,92431.56,27153.96,24446.75,0.72,0.123,2.4,6.64,20110916,3872.6666666666665
300266,兴源环境,机械基件,浙江,255.47,32485.47,41401.23,167932.86,84473.5,46525.96,40674.5,0.98,0.15,2.67,19.17,20110927,4914.0
300267,尔康制药,化学制药,湖南,64.92,56661.64,102836.1,313603.31,158293.91,94036.09,11763.82,0.11,0.415,2.25,15.97,20110927,30262.0
300268,万福生科,农业综合,湖南,0.0,9891.23,13400.0,34939.0,6807.15,8596.28,37698.46,2.81,-0.145,2.13,14.99,20110927,-6734.333333333333
300269,联建光电,半导体,深圳,71.89,20288.08,50553.76,315955.91,110049.4,21170.9,164583.06,3.26,0.318,5.09,5.98,20111012,10361.333333333334
300270,中威电子,通信设备,浙江,167.81,14126.7,27274.5,73313.46,53593.92,5428.68,14266.3,0.52,0.101,2.06,10.99,20111012,2824.0
300271,华宇软件,软件服务,北京,88.95,22209.03,31985.83,230637.67,140636.31,7145.68,49360.42,1.54,0.45,4.57,11.09,20111026,13477.666666666666
300272,开能环保,专用机械,上海,124.66,19870.72,33182.14,94249.68,39070.51,15370.65,12366.99,0.37,0.16,1.74,15.22,20111102,5806.333333333333
300273,和佳股份,医疗保健,广东,86.39,51294.51,78782.35,353843.88,212362.47,5518.87,96115.85,1.22,0.191,2.95,7.47,20111026,18263.333333333332
300274,阳光电源,电气设备,安徽,50.53,45676.91,65827.79,587663.88,480890.91,27836.23,100721.25,1.53,0.397,3.96,6.75,20111102,24182.666666666668
300275,梅安森,软件服务,重庆,0.0,10806.45,16753.59,89161.65,53062.26,13794.86,25930.57,1.55,-0.28300000000000003,3.82,8.32,20111102,2805.0
300276,三丰智能,专用机械,湖北,380.06,19415.13,37440.0,84233.71,63797.8,4710.68,4049.15,0.11,0.051,1.57,16.4,20111115,2462.6666666666665
300277,海联讯,软件服务,深圳,0.0,9724.03,13400.0,67786.53,49287.48,11545.03,28388.05,2.12,-0.037000000000000005,3.38,12.8,20111123,-1684.3333333333333
300278,华昌达,专用机械,湖北,110.64,22365.09,54504.33,299301.72,182948.36,22790.36,69120.78,1.27,0.151,2.66,8.4,20111216,4960.666666666667
300279,和晶科技,元器件,江苏,240.53,5719.0,13315.15,118014.63,58152.25,9278.76,34852.01,2.62,0.152,4.42,11.04,20111229,2054.3333333333335
300280,南通锻压,专用机械,江苏,558.5,4800.0,12800.0,80197.15,29961.27,20092.28,42228.34,3.3,0.032,4.93,4.81,20111229,292.6666666666667
300281,金明精机,专用机械,广东,122.68,10612.33,24248.4,101142.81,52347.85,31624.3,23137.55,0.95,0.116,2.9,6.53,20111229,4777.666666666667
300282,汇冠股份,电脑设备,北京,84.69,17178.1,22938.0,219777.91,109195.97,32540.6,92774.9,4.04,0.29,5.6,5.97,20111229,2342.6666666666665
300283,温州宏丰,电气设备,浙江,247.83,12741.69,27624.08,82196.8,44908.59,19427.56,15193.09,0.55,0.045,1.99,7.42,20120110,1323.0
300284,苏交科,建筑施工,江苏,45.96,32632.91,55444.23,484040.66,364688.09,30690.18,106095.01,1.91,0.38,4.54,4.88,20120110,21286.0
300285,国瓷材料,化工原料,山东,107.6,24224.13,25534.0,118738.82,58592.71,36284.28,22512.53,0.88,0.273,3.05,12.84,20120113,7055.0
300286,安科瑞,电器仪表,上海,70.3,8367.79,14284.7,66026.81,46552.31,8616.91,17629.25,1.23,0.38,3.65,9.76,20120113,6312.0
300287,飞利信,软件服务,北京,194.85,65498.05,114041.47,262685.44,187766.02,12215.28,5909.33,0.05,0.07200000000000001,1.35,13.92,20120201,8029.333333333333
300288,朗玛信息,软件服务,贵州,261.53,16318.79,33794.14,116411.11,46526.2,1047.25,31146.15,0.92,0.18,2.78,22.5,20120216,5057.666666666667
300289,利德曼,生物制药,北京,83.72,30474.19,42529.5,154490.92,62624.86,65942.21,54256.96,1.28,0.18600000000000005,2.62,7.91,20120216,10579.0
300290,荣科科技,软件服务,辽宁,307.41,15328.7,32142.96,91568.8,75881.46,6862.18,29541.3,0.92,0.07,2.57,10.07,20120216,4347.333333333333
300291,华录百纳,影视音像,北京,103.2,47089.3,70853.86,460395.25,243384.63,680.96,245160.22,3.46,0.27,5.36,6.93,20120209,15474.0
300292,吴通控股,通信设备,江苏,96.06,8462.62,31896.8,289900.38,87073.81,6742.57,180703.02,5.67,0.45,7.34,6.34,20120229,6358.333333333333
300293,蓝英装备,专用机械,辽宁,174.82,11923.87,27000.0,199513.23,93785.5,15937.42,15907.65,0.59,0.105,2.56,9.6,20120308,6788.666666666667
300294,博雅生物,生物制药,江西,67.43,14254.53,22740.0,112997.95,51954.46,15580.84,31953.75,1.41,0.459,4.03,10.23,20120308,9697.0
300295,三六五网,互联网,江苏,96.9,15635.61,19206.0,104557.56,100281.34,1197.17,37131.85,1.93,0.4,4.53,11.41,20120315,11388.0
300296,利亚德,半导体,北京,71.94,36856.03,73312.15,366562.16,240890.8,52718.3,77622.67,1.06,0.28,2.71,8.92,20120315,14211.666666666666
300297,蓝盾股份,软件服务,广东,233.08,61504.78,97068.5,216492.42,127228.0,35990.19,44696.73,0.46,0.067,1.22,17.02,20120315,4410.666666666667
300298,三诺生物,医疗保健,湖南,56.84,19282.0,26103.96,133827.91,104622.75,21713.6,50765.69,1.94,0.479,4.64,7.82,20120319,16255.0
300299,富春通信,通信设备,福建,335.8,14833.2,38000.26,157078.09,55866.6,1562.9,80193.43,2.11,0.13,3.41,14.26,20120319,2245.6666666666665
300300,汉鼎股份,软件服务,浙江,108.36,25715.75,38280.0,162493.2,134739.27,8050.33,7393.1,0.19,0.203,2.06,14.2,20120319,7328.0
300301,长方照明,半导体,深圳,78.23,23743.98,69036.39,297730.81,97852.47,102338.42,45015.51,0.65,0.091,1.98,4.81,20120321,4710.0
300302,同有科技,软件服务,北京,462.84,10624.03,20070.0,60022.73,49317.98,7930.21,19584.53,0.98,0.128,2.73,28.84,20120321,2371.3333333333335
300303,聚飞光电,半导体,深圳,62.62,37200.14,68805.34,153836.95,112516.15,35989.64,1803.64,0.03,0.136,1.77,6.4,20120319,13440.666666666666
300304,云意电气,汽车配件,江苏,92.26,20000.0,20000.0,120970.67,80949.36,20859.6,44781.65,2.24,0.256,4.81,6.56,20120321,7581.666666666667
300305,裕兴股份,塑料,江苏,53.57,6296.49,14525.5,137408.02,95889.93,36078.69,72607.88,5.0,0.451,9.12,3.53,20120329,6360.666666666667
300306,远方光电,电器仪表,浙江,87.1,9607.65,24000.0,111627.11,79970.36,14958.9,46551.3,1.94,0.161,4.43,4.22,20120329,7297.666666666667
300307,慈星股份,纺织机械,浙江,82.79,80200.0,80200.0,410099.28,302988.47,21870.6,192787.59,2.4,0.147,4.82,3.36,20120329,1614.6666666666667
300308,中际装备,工程机械,山东,0.0,21601.08,21601.08,61116.3,28017.23,13611.3,23233.75,1.08,-0.025,2.49,8.84,20120410,569.6666666666666
300309,吉艾科技,专用机械,北京,208.39,21891.85,43454.8,224924.66,100057.38,18822.25,48559.3,1.12,0.08199999999999999,2.95,7.72,20120410,6489.333333333333
300310,宜通世纪,通信设备,广东,197.03,13343.33,22880.0,98177.68,78300.05,8221.11,20915.51,0.91,0.217,3.12,18.23,20120425,4519.666666666667
300311,任子行,软件服务,广东,314.43,13381.8,29895.88,159879.44,57497.31,15647.34,63793.69,2.13,0.12,3.56,11.36,20120425,3179.3333333333335
300312,邦讯技术,通信设备,北京,995.78,8616.37,16002.0,150875.72,128507.92,2570.84,51681.92,3.23,0.033,4.94,8.93,20120508,-1465.0
300313,天山生物,农业综合,新疆,0.0,14412.92,18695.09,82867.4,46213.65,25055.07,17392.35,0.93,-0.076,1.98,8.94,20120425,-93.66666666666667
300314,戴维医疗,医疗保健,浙江,222.69,13007.96,28800.0,73428.63,45563.78,8060.56,17553.43,0.61,0.124,2.39,15.41,20120508,5114.0
300315,掌趣科技,互联网,北京,104.18,161072.09,265837.75,485064.84,72601.46,10841.78,99721.86,0.38,0.102,1.73,8.21,20120511,25211.333333333332
300316,晶盛机电,专用机械,浙江,134.44,81081.79,88343.64,223495.75,127777.42,28351.11,32214.7,0.36,0.081,2.02,7.21,20120511,6035.333333333333
300317,珈伟股份,半导体,深圳,181.26,16744.35,38366.14,590170.81,275238.81,169565.88,185333.56,4.83,0.109,5.8,4.56,20120511,2345.6666666666665
300318,博晖创新,医疗保健,北京,272.47,20346.96,40910.58,205020.2,50135.09,33470.55,68711.86,1.68,0.07200000000000001,3.43,7.62,20120523,4062.6666666666665
300319,麦捷科技,元器件,深圳,133.14,6315.0,21538.66,200206.81,113275.51,22119.43,81527.57,3.79,0.28,5.4,6.23,20120523,3175.3333333333335
300320,海达股份,橡胶,江苏,62.48,23585.61,29334.8,108692.22,72169.96,32808.8,6600.5,0.23,0.185,2.57,5.99,20120601,6791.0
300321,同大股份,塑料,山东,124.41,4440.0,4440.0,69906.32,30027.95,30058.49,28246.33,6.36,0.647,12.48,8.6,20120523,2842.0
300322,硕贝德,通信设备,广东,0.0,35685.78,40517.64,121052.17,54495.44,47309.39,4219.6,0.1,-0.09,1.33,15.56,20120608,1872.3333333333333
300323,华灿光电,半导体,湖北,601.21,67500.0,67500.0,445038.0,203572.5,213640.77,81887.2,1.21,0.013,2.63,4.04,20120601,3040.6666666666665
300324,旋极信息,软件服务,北京,539.84,27656.74,50048.17,146333.88,97151.96,9086.03,10790.7,0.22,0.11,1.66,29.67,20120608,4194.333333333333
300325,德威新材,塑料,江苏,102.77,31535.74,32000.0,212844.55,154500.66,22571.01,11680.12,0.37,0.159,2.53,8.64,20120601,5722.666666666667
300326,凯利泰,医疗保健,上海,62.1,29391.24,35214.57,163829.7,60307.95,15241.05,52069.23,1.48,0.263,3.22,6.77,20120613,7299.666666666667
300327,中颖电子,半导体,上海,158.28,17034.55,17330.3,68047.71,62284.85,3302.66,33788.46,1.95,0.19,3.45,11.61,20120613,3017.6666666666665
300328,宜安科技,铝,广东,156.2,22400.0,22400.0,89106.4,46846.26,33167.73,20894.9,0.93,0.168,2.92,12.01,20120619,4543.333333333333
300329,海伦钢琴,文教休闲,浙江,194.97,12364.91,24116.4,69026.43,45494.39,19380.59,26056.57,1.08,0.102,2.32,11.42,20120619,2751.6666666666665
300330,华虹计通,软件服务,上海,2139.84,16745.25,16922.77,59725.38,47746.03,11467.5,20028.6,1.18,0.006999999999999999,2.57,7.88,20120619,1288.6666666666667
300331,苏大维格,元器件,江苏,760.8,12607.12,18600.0,68883.18,44886.32,19111.63,17594.5,0.95,0.025,2.63,9.76,20120628,879.3333333333334
300332,天壕环境,环境保护,北京,73.02,31622.23,38718.94,422381.06,91659.81,113041.22,141109.88,3.64,0.28,5.69,4.1,20120628,11631.666666666666
300333,兆日科技,元器件,深圳,349.07,33089.51,33600.0,86742.1,67990.13,7413.24,38532.9,1.15,0.098,2.49,18.27,20120628,4023.0
300334,津膜科技,专用机械,天津,278.03,25966.94,27603.76,148900.56,115792.4,20689.84,32046.81,1.16,0.067,3.31,7.49,20120705,6144.333333333333
300335,迪森股份,供气供热,广东,110.01,23593.82,31654.78,118144.57,53029.45,33646.0,30452.6,0.96,0.125,2.59,7.07,20120710,5722.0
300336,新文化,影视音像,上海,115.24,41560.19,53754.8,363493.88,212383.45,14333.52,149045.0,2.77,0.273,4.74,8.86,20120710,12767.333333333334
300337,银邦股份,铝,江苏,0.0,70780.39,82192.0,245031.84,93749.59,112316.0,101970.86,1.24,-0.073,2.01,4.55,20120718,2365.6666666666665
300338,开元仪器,电器仪表,湖南,0.0,14369.59,25200.0,88019.81,53601.38,19770.53,28627.89,1.14,-0.009000000000000001,2.95,6.81,20120726,3150.0
300339,润和软件,软件服务,江苏,218.42,20121.14,35817.58,475635.59,140010.13,11553.25,246233.0,6.87,0.21,8.73,5.67,20120718,8271.333333333334
300340,科恒股份,元器件,广东,0.0,8025.89,10000.0,97485.9,74847.65,15993.3,51351.6,5.14,-0.189,8.5,4.3,20120726,-2120.6666666666665
300341,麦迪电气,电气设备,福建,87.1,18400.0,25622.76,99397.59,70639.93,20870.9,32972.23,1.29,0.21600000000000005,3.32,7.54,20120726,4581.0
300342,天银机电,元器件,江苏,63.03,18898.63,20000.0,97980.36,55348.15,13858.67,34047.3,1.7,0.409,4.14,8.29,20120726,9116.0
300343,联创股份,化工原料,山东,278.83,8000.0,12513.44,252065.05,82150.02,36946.15,135733.13,10.85,0.27,13.38,7.49,20120801,3320.6666666666665
300344,太空板业,其他建材,北京,0.0,24124.8,24124.8,90690.05,36753.14,29233.09,33510.98,1.39,-0.158,2.73,4.87,20120801,-1118.0
300345,红宇新材,钢加工,湖南,145.34,29267.68,39936.0,94114.5,57387.8,17585.92,37874.03,0.95,0.081,1.63,9.58,20120801,2190.0
300346,南大光电,半导体,江苏,134.25,12670.65,16086.4,131630.06,105292.67,18936.5,66062.65,4.11,0.207,7.37,5.03,20120807,4829.0
300347,泰格医药,医疗保健,浙江,92.02,29295.82,43331.58,139533.52,74258.88,15776.6,15715.67,0.36,0.255,2.15,14.53,20120817,11002.333333333334
300348,长亮科技,软件服务,深圳,2798.1,5926.43,14140.12,71273.7,36075.28,670.3,29561.05,2.09,0.02,3.42,21.27,20120817,2067.0
300349,金卡股份,电器仪表,浙江,77.85,13956.46,18000.0,126826.51,69670.27,15082.4,30568.56,1.7,0.364,5.09,7.42,20120817,10599.0
300350,华鹏飞,仓储物流,深圳,289.45,11319.37,29646.68,220706.22,74072.18,19182.75,120672.95,4.07,0.14,5.64,6.72,20120821,3019.0
300351,永贵电器,元器件,浙江,96.95,19562.4,33719.39,120434.6,73331.49,9737.13,40640.4,1.21,0.242,3.08,10.16,20120920,8696.0
300352,北信源,软件服务,北京,619.49,16301.65,27022.6,80449.56,65931.86,4965.77,18060.11,0.67,0.075,2.65,23.3,20120912,5199.0
300353,东土科技,通信设备,北京,445.76,20026.25,46285.57,59916.71,40462.07,9832.07,604.71,0.01,0.044,1.25,21.02,20120927,2502.3333333333335
300354,东华测试,电器仪表,江苏,2982.28,6624.04,13837.01,35837.98,27072.28,6880.8,10439.69,0.75,0.011,2.39,17.63,20120920,859.6666666666666
300355,蒙草抗旱,环境保护,内蒙,41.86,24517.94,46876.91,401173.59,319735.72,22917.05,50802.8,1.08,0.32,3.55,5.03,20120927,14023.666666666666
300356,光一科技,电气设备,江苏,302.82,11400.58,16122.17,206102.63,116862.17,14389.0,92685.18,5.75,0.141,8.14,7.0,20121009,3534.3333333333335
300357,我武生物,生物制药,浙江,62.15,6928.97,16160.0,57775.5,46761.09,4126.85,18170.96,1.12,0.565,3.44,13.59,20140121,8712.666666666666
300358,楚天科技,专用机械,湖南,101.35,7326.54,27772.4,244459.55,132810.31,55247.73,68170.86,2.45,0.36,5.4,7.74,20140121,12594.666666666666
300359,全通教育,文教休闲,广东,520.2,8081.77,25368.06,68397.92,32691.1,1793.64,841.19,0.03,0.13,1.86,48.49,20140121,3995.3333333333335
300360,炬华科技,电器仪表,浙江,35.15,7607.6,24178.5,164436.69,154037.98,7259.56,14104.57,0.58,0.75,4.16,8.28,20140121,18779.333333333332
300362,天保重装,电气设备,四川,199.39,4760.43,10273.16,276143.56,165575.13,41506.92,34177.85,3.33,0.218,6.12,9.44,20140121,2926.0
300363,博腾股份,化学制药,重庆,109.48,14336.91,42166.21,228610.45,76157.22,87991.57,17078.98,0.41,0.198,2.47,11.72,20140129,10311.333333333334
300364,中文在线,出版业,北京,1510.36,3000.0,12000.0,55103.03,30253.27,532.96,16734.85,1.39,0.091,3.92,46.97,20150121,3400.0
300365,恒华科技,软件服务,北京,203.4,5755.5,17575.9,61992.31,50173.35,7844.36,16819.36,0.96,0.158,3.27,13.12,20140123,4930.0
300366,创意信息,软件服务,四川,308.76,3579.03,11430.0,48518.3,42384.96,2039.32,6574.72,0.58,0.199,3.17,25.84,20140127,3535.6666666666665
300367,东方网力,电脑设备,北京,254.34,14979.99,32236.69,172220.69,117897.15,10931.5,20607.5,0.64,0.213,3.12,23.16,20140129,10214.333333333334
300368,汇金股份,专用机械,河北,1212.6,7644.02,26544.75,84713.4,42659.51,24241.99,5943.75,0.22,0.032,2.12,24.79,20140123,3630.6666666666665
300369,绿盟科技,软件服务,北京,0.0,10253.7,35798.46,170859.31,98577.9,8914.7,68211.21,1.91,-0.038,4.1,12.62,20140129,8046.333333333333
300370,安控科技,电器仪表,北京,593.59,12633.67,26789.02,102830.27,71014.55,16388.14,4745.24,0.18,0.024,1.76,10.85,20140123,3775.6666666666665
300371,汇中股份,电器仪表,河北,80.97,3551.13,12000.0,54638.13,32549.43,15854.26,18383.75,1.53,0.35,4.08,9.27,20140123,5881.666666666667
300372,欣泰电气,电气设备,辽宁,140.53,9036.75,17155.72,115750.97,93437.03,11061.55,15473.04,0.9,0.099,3.88,4.8,20140127,4135.333333333333
300373,扬杰科技,半导体,江苏,66.54,12700.0,41932.5,127622.32,84342.13,22486.56,27844.15,0.66,0.239,1.92,11.05,20140123,10404.333333333334
300374,恒通科技,其他建材,北京,179.15,4868.0,19468.0,110684.77,70763.75,27905.95,25979.89,1.33,0.12,3.81,7.38,20150319,4885.666666666667
300375,鹏翎股份,汽车配件,天津,39.7,7291.08,18593.19,131792.36,78285.71,34367.59,34520.12,1.86,0.47,5.83,4.12,20140127,10193.0
300376,易事特,电气设备,广东,48.84,6269.2,25046.0,349295.06,289272.88,26025.68,5834.26,0.23,0.7490000000000001,4.95,9.86,20140127,17320.333333333332
300377,赢时胜,软件服务,深圳,710.76,3807.27,11070.0,44967.76,27031.91,11772.86,13772.4,1.24,0.093,3.7,23.75,20140127,3233.6666666666665
300378,鼎捷软件,软件服务,上海,311.32,5112.5,20074.6,153541.5,103524.5,8807.46,61195.91,3.05,0.13,5.72,10.53,20140127,6276.0
300379,东方通,软件服务,北京,564.91,5869.0,11522.03,86426.93,39563.4,639.59,49818.1,4.32,0.153,6.83,16.87,20140128,4007.6666666666665
300380,安硕信息,软件服务,上海,753.1,4832.25,13744.0,47850.35,40814.73,3135.59,14314.15,1.04,0.09,3.0,24.14,20140128,3168.0
300381,溢多利,饲料,广东,91.12,2633.5,10254.05,142074.31,63735.73,48288.7,30518.96,2.98,0.5,7.33,8.29,20140128,5650.666666666667
300382,斯莱克,专用机械,江苏,65.47,3167.83,11712.13,85192.13,62447.42,13759.02,17341.03,1.48,0.545,5.17,9.22,20140129,8201.333333333334
300383,光环新网,电信运营,北京,338.94,23384.68,54580.0,103779.43,29565.46,34879.32,14742.3,0.27,0.13699999999999998,1.35,45.57,20140129,7900.333333333333
300384,三联虹普,纺织机械,北京,105.86,4187.68,14935.2,140076.13,101177.3,12630.7,26329.5,1.76,0.648,5.07,18.06,20140801,9521.666666666666
300385,雪浪环境,专用机械,江苏,121.81,4791.37,12000.0,132430.19,75763.53,20840.97,31692.9,2.64,0.302,5.65,8.67,20140626,4612.333333333333
300386,飞天诚信,软件服务,北京,97.22,7745.35,20902.19,160129.27,135412.72,2105.57,57268.05,2.74,0.395,6.7,7.65,20140626,18273.0
300387,富邦股份,化工原料,湖北,66.04,4088.57,12468.0,84245.9,58523.19,5433.0,24860.92,1.99,0.361,5.09,6.24,20140702,5036.333333333333
300388,国祯环保,环境保护,安徽,164.57,14182.58,27864.96,341337.84,120898.95,12648.53,8597.87,0.31,0.152,3.0,11.16,20140801,5074.0
300389,艾比森,半导体,深圳,64.35,4566.33,16026.4,124407.77,85984.95,21797.81,21298.86,1.33,0.51,4.95,8.85,20140801,11830.333333333334
300390,天华超净,电脑设备,江苏,141.95,4712.52,13781.9,44969.48,24586.98,16562.74,5789.0,0.42,0.256,2.99,16.17,20140731,3790.6666666666665
300391,康跃科技,机械基件,山东,968.97,5167.5,16667.5,74968.86,40021.1,19887.98,6815.7,0.41,0.018000000000000002,2.15,10.92,20140801,2223.6666666666665
300392,腾信股份,互联网,北京,135.53,16072.53,38400.0,126486.47,104609.46,500.15,8180.33,0.21,0.234,2.19,19.26,20140910,8556.0
300393,中来股份,塑料,江苏,74.89,3843.73,11949.0,147377.81,100393.86,23303.65,32665.26,2.73,0.579,6.58,8.78,20140912,9478.0
300394,天孚通信,通信设备,江苏,104.86,1524.0,7434.0,66500.7,52055.07,7862.46,33292.35,4.48,0.99,8.67,15.23,20150217,7226.0
300395,菲利华,玻璃,湖北,78.88,9242.79,13100.0,82825.53,63229.78,16279.55,25636.22,1.96,0.5,5.32,9.68,20140910,6764.333333333333
300396,迪瑞医疗,医疗保健,吉林,74.49,4277.31,15335.0,172732.92,72237.55,19326.09,40995.37,2.67,0.498,6.3,7.86,20140910,9046.333333333334
300397,天和防务,通信设备,陕西,0.0,5160.0,12000.0,164116.45,124371.77,6520.41,64742.46,5.4,-0.217,10.45,8.42,20140910,6520.666666666667
300398,飞凯材料,染料涂料,上海,73.97,3599.76,10400.0,94853.93,55184.19,8636.82,29300.68,2.82,0.89,6.84,11.53,20141009,7958.0
300399,京天利,互联网,北京,311.99,4444.45,15200.0,49394.78,36847.45,3798.33,19904.6,1.31,0.14400000000000002,3.14,19.05,20141009,3493.6666666666665
300400,劲拓股份,专用机械,深圳,159.57,5692.25,12000.0,47972.26,40996.75,4418.16,8372.94,0.7,0.218,3.15,14.77,20141010,3114.3333333333335
300401,花园生物,食品,浙江,470.96,9532.92,18140.0,74523.86,33344.15,17041.49,5058.16,0.28,0.051,3.91,8.19,20141009,2765.3333333333335
300402,宝色股份,专用机械,江苏,0.0,5855.0,20200.0,146666.47,95995.38,30478.15,22421.65,1.11,-0.077,3.35,6.32,20141010,2932.3333333333335
300403,地尔汉宇,电气设备,广东,55.61,5957.0,13400.0,130033.02,92992.25,16544.42,64369.76,4.8,0.856,8.88,7.14,20141030,12146.333333333334
300404,博济医药,医疗保健,广东,272.95,3334.0,13334.0,51091.93,41831.12,6162.68,22534.14,1.69,0.13,3.18,14.85,20150424,3014.3333333333335
300405,科隆精化,化工原料,辽宁,0.0,3092.0,6800.0,137204.31,100801.35,19140.57,27524.51,4.05,-0.081,8.91,6.53,20141030,2846.0
300406,九强生物,化学制药,北京,54.9,10266.33,24983.73,118653.21,109985.1,6580.02,26322.64,1.05,0.669,4.49,10.91,20141030,18612.0
300407,凯发电气,电气设备,天津,69.84,3400.0,13600.0,106907.17,81807.43,9651.76,25915.18,1.91,0.394,5.7,6.43,20141203,6497.0
300408,三环集团,元器件,广东,39.12,48261.71,86381.79,475756.25,373351.13,74240.0,94877.53,1.1,0.738,4.81,8.01,20141203,61726.666666666664
300409,道氏技术,陶瓷,广东,84.53,4423.12,9750.0,88319.77,70092.65,11408.75,24379.81,2.5,0.512,5.97,9.67,20141203,6081.0
300410,正业科技,电器仪表,广东,257.29,3750.0,15954.5,52114.51,43025.71,6540.37,14292.12,0.9,0.149,2.68,19.01,20141231,2854.3333333333335
300411,金盾股份,专用机械,浙江,128.82,4000.0,16000.0,80354.52,57110.61,10197.37,20002.81,1.25,0.211,3.36,10.78,20141231,4041.3333333333335
300412,迦南科技,医疗保健,浙江,108.43,2948.0,11748.0,46462.48,35041.62,9159.48,9431.96,0.8,0.328,3.23,14.67,20141231,3868.0
300413,快乐购,百货,湖南,224.65,7000.0,40100.0,209382.86,190408.52,6120.62,67156.05,1.67,0.141,3.84,11.01,20150121,13183.333333333334
300414,中光防雷,元器件,四川,108.37,4214.0,16853.0,75855.56,70232.13,4383.93,21052.15,1.25,0.325,3.87,12.15,20150513,6634.0
300415,伊之密,专用机械,广东,79.33,6000.0,24000.0,144102.84,84729.93,33737.32,22821.45,0.95,0.22,3.11,7.47,20150123,6918.666666666667
300416,苏试试验,电器仪表,江苏,170.54,1570.0,6280.0,53049.23,34147.6,15136.62,20290.38,3.23,0.42,6.71,13.78,20150122,3399.3333333333335
300417,南华仪器,电器仪表,广东,142.56,1020.0,4080.0,38173.8,34079.37,757.47,16073.74,3.94,0.62,8.54,13.36,20150123,2777.3333333333335
300418,昆仑万维,互联网,北京,146.22,27471.33,112723.1,331569.0,173029.97,2394.55,142375.63,1.26,0.233,2.2,20.58,20150121,34154.0
300419,浩丰科技,软件服务,北京,210.54,1030.0,4110.0,65183.8,57977.71,5595.73,26430.55,6.43,0.794,12.97,17.2,20150122,4608.666666666667
300420,五洋科技,机械基件,江苏,279.79,2000.0,9078.42,47561.05,36168.21,7895.42,19882.06,2.19,0.183,4.87,14.01,20150217,2864.3333333333335
300421,力星股份,机械基件,江苏,84.36,2800.0,11200.0,65800.49,33851.32,25347.59,32171.43,2.87,0.38,5.06,8.08,20150217,4761.0
300422,博世科,环境保护,广西,180.53,3100.0,12728.5,81617.05,65946.6,6315.68,7684.07,0.6,0.21,2.83,16.94,20150217,2819.6666666666665
300423,鲁亿通,电气设备,山东,135.64,2200.0,8800.0,56800.98,46189.53,4528.47,17872.17,2.03,0.32,4.8,11.29,20150217,3408.0
300424,航新科技,航空,广东,168.78,3327.0,13307.0,99060.46,61732.92,25886.42,30312.88,2.28,0.374,5.98,14.09,20150422,6807.666666666667
300425,环能科技,专用机械,四川,156.95,3960.0,17662.13,84396.78,62961.86,12646.73,36057.05,2.04,0.222,9.32,4.99,20150216,5086.333333333333
300426,唐德影视,影视音像,浙江,146.86,4000.0,16000.0,139896.05,138762.42,473.93,42998.53,2.69,0.453,5.23,16.93,20150217,7403.0
