代码,名字,行业,地区,市盈率,流通股本,总股本(万),总资产(万),流动资产,固定资产,公积金,每股公积金,每股收益,每股净资,市净率,上市日期,平均利润
2298,中电鑫龙,电气设备,安徽,474.5,35476.37,63291.87,464760.06,237556.16,73014.6,193606.59,3.06,0.05,4.64,4.35,20090929,4089.3333333333335
2299,圣农发展,农业综合,福建,0.0,89981.46,111090.0,1072868.13,227743.16,711283.06,395571.63,3.56,-0.34,4.74,4.73,20091021,-16420.666666666668
2300,太阳电缆,电气设备,福建,28.44,45221.14,45225.0,328172.56,181267.56,98512.32,34801.35,0.77,0.318,2.72,4.42,20091021,14961.0
2301,齐心集团,文教休闲,深圳,0.0,34120.0,37360.0,217458.27,100750.42,63672.98,38000.62,1.02,-0.05,2.95,7.94,20091021,1262.0
2302,西部建设,水泥,新疆,30.33,27091.33,51611.69,1308722.25,1019372.81,242340.3,156874.88,3.04,0.443,7.55,2.37,20091103,32283.0
2303,美盈森,造纸,深圳,75.61,75523.17,143040.0,318871.41,171207.48,74215.2,1615.79,0.01,0.133,1.63,8.22,20091103,20872.0
2304,洋河股份,白酒,江苏,17.02,122824.71,150698.8,3191477.0,1878775.63,655221.56,74174.5,0.49,2.96,14.62,4.6,20091106,465691.3333333333
2305,南国置业,区域地产,湖北,0.0,109479.31,145506.03,1418604.38,1346109.38,3090.88,2389.03,0.02,-0.079,1.92,3.4,20091106,30569.0
2306,*ST云网,酒店餐饮,北京,0.0,61251.67,80000.0,84205.97,37833.68,31978.83,21994.99,0.27,-0.183,-0.3,-31.02,20091111,-46488.333333333336
2307,北新路桥,建筑施工,新疆,200.4,55729.62,55732.71,1123024.0,757490.69,54245.4,33522.82,0.6,0.043,2.34,4.89,20091111,2592.0
2308,威创股份,电脑设备,广东,331.16,83551.0,83559.15,305900.59,114191.45,48164.85,57872.63,0.69,0.056,2.51,9.78,20091127,15112.666666666666
2309,中利科技,电气设备,江苏,0.0,36028.32,57223.23,1804024.25,1333083.25,294506.38,235199.42,4.11,-0.509,6.8,2.97,20091127,5584.666666666667
2310,东方园林,建筑施工,北京,77.74,55499.1,100871.2,1385435.25,1307618.63,48194.18,171242.91,1.7,0.26,5.84,4.61,20091127,59987.333333333336
2311,海大集团,饲料,广东,23.27,60504.35,153736.31,860563.0,434118.19,271691.56,143509.25,0.93,0.475,3.24,4.55,20091127,53642.0
2312,三泰控股,电脑设备,四川,0.0,53918.57,91872.78,393829.78,191677.02,90497.52,48277.46,0.53,-0.168,1.88,14.99,20091203,885.6666666666666
2313,日海通讯,通信设备,深圳,0.0,31200.0,31200.0,438790.94,358289.28,41568.09,114809.97,3.68,-0.046,6.14,2.41,20091203,1660.0
2314,南山控股,其他建材,深圳,0.0,57984.14,187753.03,1154353.13,997187.0,103470.36,316663.66,1.69,-0.022,2.96,2.93,20091203,-17004.666666666668
2315,焦点科技,互联网,江苏,68.68,6032.74,11750.0,223480.77,181002.55,2803.66,115546.61,9.83,1.152,16.13,6.54,20091209,13123.0
2316,键桥通讯,软件服务,深圳,219.67,31461.66,39312.0,233132.41,178333.63,9923.28,24039.32,0.61,0.068,2.17,9.13,20091209,-272.3333333333333
2317,众生药业,中成药,广东,33.7,47404.55,73847.2,312542.38,109424.36,54934.43,46937.89,0.64,0.298,2.71,4.95,20091211,21082.333333333332
2318,久立特材,特种钢,浙江,83.98,80915.24,84150.59,377156.22,191576.06,136177.0,117533.55,1.4,0.139,2.92,5.33,20091211,17466.333333333332
2319,乐通股份,染料涂料,广东,1237.61,19994.61,20000.0,103266.34,40386.8,48638.62,18646.92,0.93,0.013,2.78,7.9,20091211,967.0
2320,海峡股份,水运,海南,87.38,42587.62,42588.0,226427.02,62841.28,127968.27,101585.17,2.39,0.235,4.82,5.69,20091216,8978.0
2321,华英农业,农业综合,河南,130.33,42345.91,42580.0,486754.59,283515.94,138865.09,88509.02,2.08,0.075,3.51,3.73,20091216,-2758.0
2322,理工监测,电气设备,浙江,310.08,15808.78,40637.87,321955.56,147356.5,21746.0,191156.56,4.7,0.09,9.99,2.53,20091218,7318.0
2323,雅百特,建筑施工,江苏,40.44,8350.16,24857.65,86089.31,82547.24,1163.85,10144.45,0.41,1.07,2.11,16.85,20091218,6853.666666666667
2324,普利特,塑料,上海,34.07,15644.23,27000.0,282491.44,165098.31,71310.34,57770.07,2.14,0.743,6.55,5.15,20091218,19800.666666666668
2325,洪涛股份,装修装饰,深圳,49.32,76139.09,100154.24,642362.88,556192.75,25050.65,94484.78,0.94,0.258,3.16,5.38,20091222,27785.333333333332
2326,永太科技,化工原料,浙江,100.14,53181.85,79870.28,321469.16,137021.56,83697.06,56541.1,0.71,0.162,2.26,9.55,20091222,7748.666666666667
2327,富安娜,服饰,深圳,31.67,45157.66,86112.2,294241.63,184392.11,50289.55,11115.48,0.13,0.29100000000000004,2.77,4.43,20091230,31398.0
2328,新朋股份,专用机械,上海,60.98,32755.64,45000.0,382851.88,213860.91,128346.07,121775.36,2.71,0.16,4.96,2.63,20091230,6819.0
2329,皇氏集团,乳制品,广西,238.87,41622.55,83764.0,387654.06,131784.67,50784.9,112415.07,1.34,0.09,2.79,10.27,20100106,6235.0
2330,得利斯,食品,山东,222.65,43714.0,50200.0,160954.38,59740.73,82029.22,48325.9,0.96,0.059,2.62,6.64,20100106,3555.3333333333335
2331,皖通科技,软件服务,安徽,118.46,22802.47,29193.91,168443.22,134976.36,12096.03,60215.53,2.06,0.18,4.14,6.49,20100106,5920.333333333333
2332,仙琚制药,生物制药,浙江,99.3,46760.44,61080.8,285765.84,148463.88,94632.75,41155.1,0.67,0.119,2.41,6.51,20100112,6324.0
2333,罗普斯金,铝,江苏,46.93,24248.49,25130.17,164385.97,54874.07,62177.45,70568.82,2.81,0.362,5.39,4.21,20100112,7715.333333333333
2334,英威腾,电气设备,深圳,58.81,51366.51,71578.99,192262.25,140000.16,9970.83,18709.35,0.26,0.14400000000000002,2.12,5.31,20100113,12942.0
2335,科华恒盛,电气设备,福建,103.04,18335.34,22429.55,289417.47,172915.91,49027.48,42605.48,1.9,0.326,5.33,8.41,20100113,10470.666666666666
2336,人人乐,超市连锁,深圳,0.0,40000.0,40000.0,672164.94,451257.06,90791.18,247589.8,6.19,-0.35600000000000004,6.45,2.34,20100113,-19311.0
2337,赛象科技,化工机械,天津,0.0,56479.39,59428.26,174427.34,112913.06,23997.36,43769.8,0.74,-0.056,2.13,4.86,20100115,2179.0
2338,奥普光电,电器仪表,吉林,210.58,11818.58,12000.0,95765.36,69122.17,20476.07,36559.17,3.05,0.277,5.95,13.07,20100115,5588.666666666667
2339,积成电子,电气设备,山东,96.12,29628.98,37889.6,228877.97,175067.25,20688.9,45904.28,1.21,0.191,3.7,6.61,20100122,10537.333333333334
2340,格林美,小金属,深圳,88.93,116671.84,145543.48,1374352.0,609966.13,283297.75,238846.66,1.64,0.13,3.68,4.17,20100122,18123.333333333332
2341,新纶科技,化工原料,深圳,935.75,25643.08,37344.0,369582.97,159188.63,72149.71,78432.03,2.1,0.013,4.15,3.84,20100122,6677.0
2342,巨力索具,机械基件,河北,155.94,82628.06,96000.0,417219.31,218281.77,142631.31,67330.1,0.7,0.038,2.51,3.11,20100126,4616.333333333333
2343,禾欣股份,影视音像,浙江,346.85,15274.95,31451.0,164877.97,160183.77,3026.06,17632.24,0.56,0.29,3.1,21.96,20100126,5095.0
2344,海宁皮城,商品城,浙江,20.74,110291.6,112000.0,995805.88,357154.44,60542.28,40217.71,0.36,0.5920000000000001,4.52,3.62,20100126,87945.66666666667
2345,潮宏基,服饰,广东,53.72,83212.0,84511.11,442693.66,283658.97,26425.59,90478.38,1.07,0.229,2.95,5.56,20100128,19678.666666666668
2346,柘中股份,其他建材,上海,64.45,7000.0,44157.53,203208.59,93199.71,14865.36,44081.5,1.0,0.223,3.46,5.55,20100128,6235.0
2347,泰尔重工,机械基件,安徽,321.87,14510.15,22467.52,171408.55,111228.15,35273.31,74526.88,3.32,0.051,5.39,4.07,20100128,1147.6666666666667
2348,高乐股份,文教休闲,广东,143.44,37057.82,47360.0,123380.4,66787.61,10188.61,43614.65,0.92,0.098,2.55,7.32,20100203,5238.0
2349,精华制药,中成药,江苏,165.09,19766.74,28019.66,180850.13,107266.17,41985.19,96670.5,3.45,0.173,5.67,6.72,20100203,4119.333333333333
2350,北京科锐,电气设备,北京,593.48,21821.63,21828.0,173018.06,122019.67,23677.57,49238.19,2.26,0.026,4.82,4.25,20100203,4691.0
2351,漫步者,电脑设备,深圳,78.77,13387.05,29400.0,182309.13,145431.17,22135.14,101187.02,3.44,0.264,5.74,4.83,20100205,8509.666666666666
2352,鼎泰新材,钢加工,安徽,136.25,6107.72,11674.62,88894.25,59526.9,22046.67,54108.06,4.63,0.179,6.03,5.41,20100205,2844.6666666666665
2353,杰瑞股份,化工机械,山东,150.9,66440.34,95785.39,1135044.13,867088.13,150631.02,369780.81,3.86,0.13,8.12,3.23,20100205,77004.0
2354,天神娱乐,互联网,辽宁,91.18,10139.51,28658.65,150155.48,33343.44,777.62,-21396.6,-0.75,1.07,3.95,26.06,20100209,16188.0
2355,兴民钢圈,汽车配件,山东,307.66,34172.0,51370.0,315423.91,159625.47,72341.93,98372.35,1.91,0.041,3.84,4.39,20100209,4698.0
2356,浩宁达,电器仪表,深圳,104.99,24000.0,31047.43,249320.75,171202.06,17178.82,98512.97,3.17,0.197,4.86,5.67,20100209,4207.0
2357,富临运业,公路,四川,36.53,31324.73,31348.9,156540.66,68829.1,43515.14,5462.58,0.17,0.339,2.68,6.16,20100210,9741.666666666666
2358,森源电气,电气设备,河南,51.61,66811.24,79559.54,442817.59,309721.63,67142.46,42424.09,0.53,0.264,2.76,6.58,20100210,24440.0
2359,齐星铁塔,钢加工,山东,3911.36,33593.89,41680.0,136678.31,78758.27,46458.51,45576.28,1.09,0.006,2.24,13.01,20100210,-2566.3333333333335
2360,同德化工,化工原料,山西,49.12,24508.55,39151.26,138470.45,56705.11,26058.5,6320.66,0.16,0.188,2.48,4.97,20100303,10383.333333333334
2361,神剑股份,化工原料,安徽,66.8,27362.26,43129.78,178859.31,132194.11,29857.52,54003.76,1.25,0.19,3.31,5.11,20100303,7740.333333333333
2362,汉王科技,电脑设备,北京,0.0,17616.21,21410.27,84964.43,51032.9,20282.38,97684.46,4.56,-0.006,3.43,9.29,20100303,-6901.0
2363,隆基机械,汽车配件,山东,92.11,29866.91,29880.0,229342.95,120211.05,85473.05,71177.71,2.38,0.171,4.5,4.68,20100305,4978.333333333333
2364,中恒电气,电气设备,浙江,110.72,42930.8,52324.23,141793.11,93405.47,25867.3,4501.25,0.09,0.193,2.11,13.45,20100305,10515.333333333334
2365,永安药业,化学制药,湖北,184.84,14630.25,18700.0,119698.82,49928.32,58506.51,60456.65,3.23,0.095,5.96,3.93,20100305,2417.3333333333335
2366,台海核电,专用机械,四川,163.02,10923.29,43352.87,435685.0,215219.55,131834.2,74047.71,1.71,0.43,3.51,18.49,20100312,6459.666666666667
2367,康力电梯,运输设备,江苏,28.15,45990.55,73860.02,385506.13,227437.47,79744.71,34976.78,0.47,0.448,2.95,5.7,20100312,33706.666666666664
2368,太极股份,软件服务,北京,336.07,36140.71,41559.71,462891.09,319222.97,3303.08,95026.25,2.29,0.19,4.91,13.34,20100312,14443.333333333334
2369,卓翼科技,通信设备,深圳,0.0,41489.85,48863.76,289308.75,156267.19,89196.46,64733.18,1.32,-0.066,2.8,4.93,20100316,3396.3333333333335
2370,亚太药业,化学制药,浙江,128.09,17389.94,20400.0,90048.57,53472.26,26682.47,34231.51,1.68,0.211,3.78,9.56,20100316,2972.3333333333335
2371,七星电子,半导体,北京,129.16,33744.32,35220.0,419044.91,165510.06,59583.28,83678.47,2.38,0.112,5.31,3.63,20100316,6146.333333333333
2372,伟星新材,其他建材,浙江,23.75,50750.69,57868.98,274974.84,165883.31,66234.95,91417.7,1.58,0.569,3.87,4.66,20100318,34432.666666666664
2373,千方科技,软件服务,北京,90.43,21703.65,55218.82,257230.17,201910.47,3538.2,-13717.02,-0.25,0.39,2.22,21.18,20100318,11246.666666666666
2374,丽鹏股份,广告包装,山东,62.65,22774.74,32965.32,349047.5,180757.27,72085.96,135929.63,4.12,0.21,5.87,2.99,20100318,4618.666666666667
2375,亚厦股份,装修装饰,浙江,27.73,112992.42,133813.7,1876327.25,1607396.38,42754.43,182122.2,1.36,0.442,5.19,3.15,20100323,83967.0
2376,新北洋,电脑设备,山东,78.13,54876.39,60000.0,295184.94,144267.45,73430.3,31724.8,0.53,0.181,3.12,6.04,20100323,21397.666666666668
2377,国创高新,化工原料,湖北,432.44,43097.48,43814.0,204903.47,134836.52,14699.48,17953.01,0.41,0.017,1.73,5.81,20100323,2318.6666666666665
2378,章源钨业,小金属,江西,0.0,92416.74,92416.74,304992.06,123102.25,103806.0,57515.32,0.62,-0.086,2.15,5.49,20100331,3135.0
2379,鲁丰环保,铝,山东,413.21,68300.13,92640.0,231103.41,155696.7,22519.06,56693.98,0.61,0.008,1.42,3.05,20100331,-11036.333333333334
2380,科远股份,电气设备,江苏,149.85,10201.94,20400.0,124020.36,85444.05,19621.34,61708.92,3.02,0.193,4.75,8.11,20100331,3802.3333333333335
2381,双箭股份,橡胶,浙江,52.13,21691.3,35100.0,151537.44,97087.06,42075.62,28432.25,0.81,0.247,3.35,5.13,20100402,12128.333333333334
2382,蓝帆医疗,医疗保健,山东,37.43,23897.19,24720.0,155097.16,81716.97,52621.8,51157.23,2.07,0.568,4.64,6.11,20100402,8300.0
2383,合众思壮,通信设备,北京,659.31,13893.07,19732.86,233052.47,99264.56,10631.74,129083.3,6.54,0.046,8.8,4.58,20100402,1964.0
2384,东山精密,通信设备,江苏,250.91,47229.6,84739.02,643629.94,393924.06,159877.69,164444.02,1.94,0.066,3.2,6.95,20100409,4222.666666666667
2385,大北农,饲料,北京,67.21,153937.0,273377.94,1226966.38,632682.56,335075.84,50961.34,0.19,0.14400000000000002,2.45,5.28,20100409,65297.333333333336
2386,天原集团,化工原料,四川,0.0,67165.22,67167.97,1361455.25,365024.06,645695.06,185366.23,2.76,-0.181,5.77,1.44,20100409,-145.0
2387,黑牛食品,软饮料,广东,0.0,28861.52,46945.94,190394.72,31414.59,68212.28,54483.86,1.16,-0.339,2.58,7.96,20100413,-4411.333333333333
2388,新亚制程,元器件,深圳,584.38,36402.3,39960.0,82956.43,37204.95,7337.53,8005.93,0.2,0.014,1.42,7.5,20100413,890.6666666666666
2389,南洋科技,元器件,浙江,142.39,40928.53,71065.04,371755.44,149829.92,71070.46,221254.45,3.11,0.12,4.65,3.98,20100413,5107.0
2390,信邦制药,中成药,贵州,104.45,73385.89,125113.63,633710.44,395454.78,93977.63,73406.55,0.59,0.105,2.0,7.3,20100416,10533.333333333334
2391,长青股份,农药化肥,江苏,25.72,21330.86,36213.82,339248.97,144942.72,118000.22,166014.05,4.58,0.54,7.88,2.22,20100416,20388.0
2392,北京利尔,其他建材,北京,49.35,56124.69,119855.95,485149.19,338399.59,35973.46,99308.53,0.83,0.12,2.54,3.11,20100423,17321.333333333332
2393,力生制药,化学制药,天津,61.02,18178.41,18245.5,330347.34,152430.91,20520.43,169244.41,9.28,0.654,16.29,3.26,20100423,17006.666666666668
2394,联发股份,纺织,江苏,26.11,32370.0,32370.0,438227.06,274376.28,135937.41,96377.74,2.98,0.5489999999999999,7.82,2.44,20100423,25403.0
2395,双象股份,塑料,江苏,230.64,17880.59,17880.59,117159.86,76530.67,31823.72,42231.48,2.36,0.092,4.47,6.34,20100429,1442.6666666666667
2396,星网锐捷,通信设备,福建,73.59,52659.0,53911.12,442935.81,319367.72,41784.6,82741.96,1.53,0.26,4.58,5.49,20100623,20641.0
2397,梦洁家纺,服饰,湖南,83.82,32810.94,67239.96,183406.13,110967.51,53703.32,23776.23,0.35,0.092,1.93,5.3,20100429,10286.333333333334
2398,建研集团,其他建材,福建,27.48,25289.63,34273.19,245817.59,154933.66,41701.1,57738.42,1.68,0.471,5.71,3.02,20100506,20327.0
2399,海普瑞,化学制药,深圳,51.92,80020.0,80020.0,1150033.63,793530.44,76073.93,527737.69,6.6,0.522,10.37,3.49,20100506,35786.333333333336
2400,省广股份,广告包装,广东,49.47,80616.95,90471.89,659491.5,473630.31,2998.67,15780.0,0.17,0.392,2.62,9.86,20100506,35566.666666666664
2401,中海科技,软件服务,上海,107.52,29865.35,30324.0,110037.52,72155.78,5933.24,8605.19,0.28,0.159,2.32,9.85,20100506,4877.666666666667
2402,和而泰,元器件,深圳,116.78,24135.75,33218.19,135189.06,100041.09,23772.24,43853.84,1.32,0.173,2.95,9.11,20100511,4585.666666666667
2403,爱仕达,家用电器,浙江,46.15,28909.72,31200.0,274315.56,166746.72,46632.51,98241.88,3.15,0.237,5.22,2.8,20100511,6608.0
2404,嘉欣丝绸,纺织,浙江,70.36,39306.46,52065.0,210089.3,116913.47,35929.87,32207.05,0.62,0.118,2.43,4.58,20100511,7186.0
2405,四维图新,软件服务,北京,244.93,66009.2,71143.64,350346.31,172521.77,14461.55,116584.95,1.64,0.128,3.83,10.96,20100518,10473.0
2406,远东传动,汽车配件,河南,62.64,35177.1,56100.0,237135.66,147309.05,40103.03,89304.5,1.59,0.139,3.87,3.01,20100518,11092.333333333334
2407,多氟多,化工原料,河南,534.56,18694.61,25124.21,331834.66,127793.42,124386.27,94281.11,3.75,0.116,6.35,13.02,20100518,1656.6666666666667
2408,齐翔腾达,化工原料,山东,52.1,74513.46,80691.32,814576.13,260614.05,250846.27,314255.19,3.89,0.26,6.85,2.1,20100518,27088.0
2409,雅克科技,化工原料,江苏,41.05,8253.0,16632.0,168001.59,108383.42,23167.7,75144.25,4.52,0.401,7.98,2.75,20100525,6856.333333333333
2410,广联达,软件服务,北京,135.64,71591.75,112838.79,277422.03,154889.94,38916.35,47025.9,0.42,0.102,2.33,7.91,20100525,39987.666666666664
2411,九九久,化工原料,江苏,0.0,28350.16,34830.0,177926.56,82099.93,72848.25,24742.84,0.71,-0.057,2.36,8.34,20100525,1185.0
2412,汉森制药,中成药,湖南,77.45,28677.5,29600.0,135933.25,61621.05,45100.23,44247.9,1.49,0.233,4.02,5.99,20100525,9912.0
2413,雷科防务,通信设备,江苏,277.37,22050.0,31739.96,259453.66,136889.94,43304.75,126864.45,4.0,0.21,6.42,9.71,20100528,3747.0
2414,高德红外,电器仪表,湖北,351.82,46514.05,60000.0,252015.59,153799.91,59033.05,148726.05,2.48,0.066,4.11,7.53,20100716,5634.0
2415,海康威视,电器仪表,浙江,28.57,315540.75,406877.22,2545422.5,2240114.75,169680.13,159882.27,0.39,0.94,4.2,8.4,20100528,383400.3333333333
2416,爱施德,电器连锁,深圳,124.81,97023.0,100388.47,1226119.0,1139762.25,3299.68,153021.81,1.52,0.107,4.45,4.0,20100528,29706.0
2417,*ST元达,通信设备,福建,262.94,21598.11,27000.0,96161.81,89972.28,1588.62,40803.03,1.51,0.064,1.61,13.9,20100601,-14708.666666666666
2418,康盛股份,机械基件,浙江,157.84,18453.6,37880.0,302242.72,172554.13,102890.72,112727.57,2.98,0.21,5.0,7.51,20100601,1730.6666666666667
2419,天虹商场,百货,深圳,36.33,80020.0,80020.0,1231403.25,788352.75,178925.88,171161.52,2.14,0.285,5.66,2.44,20100601,46055.333333333336
2420,毅昌股份,塑料,广东,199.64,38724.5,40100.0,406489.53,278312.88,83202.93,80793.75,2.01,0.047,4.03,3.11,20100601,209.33333333333334
2421,达实智能,软件服务,深圳,114.93,45452.26,64248.28,296106.25,187944.0,9384.7,77828.24,1.21,0.151,3.11,7.45,20100603,9724.333333333334
2422,科伦药业,化学制药,四川,37.35,71104.25,144000.0,2224156.25,895568.13,592211.69,367372.41,2.55,0.382,7.58,2.51,20100603,87734.33333333333
2423,中原特钢,特种钢,河南,0.0,46551.0,50298.66,345828.88,131082.92,114581.07,106785.57,2.12,-0.127,3.92,3.66,20100603,-3611.3333333333335
2424,贵州百灵,中成药,贵州,119.41,54492.69,141120.0,355760.97,263066.0,55364.2,13787.61,0.1,0.16399999999999998,1.74,15.0,20100603,27062.333333333332
2425,凯撒股份,服饰,广东,270.38,37881.0,43423.78,269509.59,79847.32,24783.11,120890.97,2.78,0.075,4.45,6.05,20100608,2145.3333333333335
2426,胜利精密,元器件,江苏,112.39,59057.32,116664.78,854577.38,486453.94,101528.46,308082.78,2.64,0.19,4.25,5.83,20100608,14940.0
2427,尤夫股份,化纤,浙江,63.15,33346.64,39815.46,309576.28,149300.2,118741.65,134343.66,3.37,0.27,5.3,3.8,20100608,6902.666666666667
2428,云南锗业,小金属,云南,145.03,63312.39,65312.0,216858.34,72485.55,70728.35,32796.55,0.5,0.105,2.45,8.31,20100608,10574.666666666666
2429,兆驰股份,家用电器,深圳,40.03,158772.34,160178.78,965695.81,799939.13,39471.1,48865.6,0.31,0.27,3.06,4.71,20100610,57791.0
2430,杭氧股份,化工机械,浙江,68.48,80933.59,83177.6,1050859.88,531210.94,380043.63,88341.99,1.06,0.12,4.37,2.52,20100610,15576.0
2431,棕榈园林,建筑施工,广东,302.81,30321.01,55079.85,1174514.0,984466.13,49763.84,232365.55,4.22,0.069,8.01,3.48,20100610,28831.333333333332
2432,九安医疗,医疗保健,天津,0.0,37200.0,37200.0,87276.71,52165.03,17261.27,30667.64,0.82,-0.179,1.86,14.12,20100610,-2152.3333333333335
2433,太安堂,中成药,广东,49.01,67497.39,72665.7,472117.31,278507.0,71307.18,246009.3,3.39,0.236,5.35,2.88,20100618,16349.333333333334
2434,万里扬,汽车配件,浙江,52.85,49679.25,51000.0,441526.84,238987.34,60574.78,90789.11,1.78,0.327,4.45,5.18,20100618,16797.333333333332
2435,长江润发,机械基件,江苏,39.56,17897.33,19800.0,153793.86,90831.86,39871.92,42608.17,2.15,0.191,4.42,2.28,20100618,4583.0
2436,兴森科技,元器件,深圳,64.14,32327.33,49596.92,343955.69,152138.2,130950.51,99975.06,2.02,0.231,4.37,4.52,20100618,11825.0
2437,誉衡药业,化学制药,黑龙江,34.31,70000.0,73300.95,802337.56,169783.2,149145.11,127033.1,1.73,0.6809999999999999,4.71,6.61,20100623,38986.333333333336
2438,江苏神通,机械基件,江苏,200.61,13462.05,20800.0,129103.71,87196.1,15806.55,40725.96,1.96,0.101,4.56,5.92,20100623,4690.333333333333
2439,启明星辰,软件服务,北京,395.11,55186.58,83024.65,218118.05,132771.19,16416.32,16198.07,0.2,0.061,1.77,18.17,20100623,11453.333333333334
2440,闰土股份,染料涂料,浙江,16.28,57478.05,76700.0,788366.69,459199.5,229342.95,156258.17,2.04,0.8859999999999999,7.78,2.47,20100706,93132.33333333333
2441,众业达,批发业,广东,51.85,31053.26,46812.94,414193.09,340991.47,26443.48,95513.82,2.04,0.33,4.94,4.61,20100706,18288.333333333332
2442,龙星化工,化工原料,河北,0.0,25143.14,48000.0,294130.91,138325.31,106044.2,41171.53,0.86,-0.066,2.3,7.66,20100706,95.66666666666667
2443,金洲管道,钢加工,浙江,94.58,49104.26,52053.55,249833.75,148269.94,62342.18,77365.81,1.49,0.15,3.76,5.04,20100706,8916.0
2444,巨星科技,轻工机械,浙江,35.23,90446.38,101400.0,586313.69,330478.91,70986.36,96746.09,0.95,0.413,4.01,4.84,20100713,45145.333333333336
2445,中南重工,机械基件,江苏,205.53,50155.0,73876.65,349168.0,197136.8,61050.17,85138.4,1.15,0.18,2.7,11.0,20100713,6537.0
2446,盛路通信,通信设备,广东,110.26,16802.84,37418.01,165502.0,99323.4,14921.87,67895.13,1.81,0.245,3.52,10.22,20100713,4814.0
2447,壹桥海参,渔业,辽宁,119.7,57697.19,95245.2,319074.63,68781.24,197982.06,44618.68,0.47,0.064,2.27,4.51,20100713,15075.0
2448,中原内配,运输设备,河南,39.97,45852.17,58810.23,255986.09,112580.75,99218.15,53489.11,0.91,0.263,3.38,4.15,20100716,16617.666666666668
2449,国星光电,半导体,广东,49.92,33112.14,47575.17,430677.81,258375.41,126188.77,160719.17,3.38,0.28,5.74,2.99,20100716,12684.666666666666
2450,康得新,化工原料,江苏,44.93,143099.66,160825.5,1474599.63,1049552.38,344576.78,131783.19,0.82,0.639,4.1,9.32,20100716,89612.0
2451,摩恩电气,电气设备,上海,237.35,27627.13,43920.0,192010.59,81058.55,42089.42,6827.16,0.16,0.045,1.56,9.15,20100720,2106.6666666666665
2452,长高集团,电气设备,湖南,73.4,33283.37,52246.39,143591.42,110627.63,18621.81,22441.7,0.43,0.093,2.29,3.99,20100720,7193.666666666667
2453,天马精化,化工原料,江苏,206.09,53723.73,57130.0,217996.59,99476.92,67569.18,34059.96,0.6,0.045,2.1,5.83,20100720,3624.3333333333335
2454,松芝股份,汽车配件,上海,29.68,24081.55,42277.0,379395.31,273816.63,26488.65,84242.15,1.99,0.459,5.89,3.09,20100720,23669.666666666668
2455,百川股份,化工原料,江苏,107.94,29097.84,47412.0,202126.69,98670.31,78023.03,4024.8,0.08,0.08,1.67,6.93,20100803,4430.0
2456,欧菲光,元器件,深圳,70.49,81996.04,103061.2,1548232.63,1044602.63,377426.22,318711.19,3.09,0.335,5.89,5.34,20100803,53266.333333333336
2457,青龙管业,塑料,宁夏,143.45,26155.63,33499.19,230265.3,135156.86,36319.55,78949.1,2.36,0.07200000000000001,5.23,2.62,20100803,6505.666666666667
2458,益生股份,农业综合,山东,0.0,14182.44,28339.96,178513.13,25793.22,84457.56,43357.81,1.53,-0.982,1.52,25.25,20100810,-18121.333333333332
2459,天业通联,工程机械,河北,0.0,19875.32,38868.92,165565.97,119526.31,36410.2,165434.81,4.26,-0.159,3.75,5.2,20100810,-15488.0
2460,赣锋锂业,小金属,江西,203.76,25550.44,37795.21,259808.45,114684.95,57685.32,110982.55,2.94,0.23,4.78,12.72,20100810,8147.666666666667
2461,珠江啤酒,啤酒,广东,111.45,68016.17,68016.17,652767.75,176903.42,364280.69,159070.52,2.34,0.11,4.97,3.28,20100818,5873.0
2462,嘉事堂,医药商业,北京,67.19,19621.44,24000.0,575316.75,478278.16,31576.58,35835.3,1.49,0.5489999999999999,5.79,8.5,20100818,16337.0
2463,沪电股份,元器件,江苏,0.0,167327.53,167415.95,537059.75,200801.05,266026.56,16590.57,0.1,-0.014,1.91,3.36,20100818,4832.666666666667
2464,金利科技,塑料,江苏,0.0,9277.88,14559.0,153266.31,116775.13,20729.39,91866.06,6.31,-0.845,6.43,13.41,20100831,-7164.333333333333
2465,海格通信,通信设备,广东,119.9,183244.88,214575.17,898231.63,554607.31,87555.11,260368.95,1.21,0.106,2.86,5.91,20100831,33183.0
2466,天齐锂业,化工原料,四川,450.01,16504.17,26146.9,739228.75,202190.02,156418.55,330525.22,12.64,0.234,11.09,12.68,20100831,1980.3333333333333
2467,二六三,电信运营,北京,137.79,59393.51,73668.52,181374.77,55418.95,12350.8,19145.2,0.26,0.12,2.13,9.77,20100908,12304.333333333334
2468,艾迪西,其他建材,浙江,1479.32,33177.6,33177.6,163106.34,106258.75,45101.37,26216.8,0.79,0.015,2.2,13.38,20100908,740.3333333333334
2469,三维工程,建筑施工,山东,44.3,28169.65,33550.85,148879.5,129520.65,12962.25,31947.36,0.95,0.274,3.53,4.58,20100908,12270.0
2470,金正大,农药化肥,山东,22.1,134792.56,156284.56,1187046.38,609370.25,348634.13,256131.34,1.64,0.703,5.09,4.07,20100908,87634.33333333333
2471,中超控股,电气设备,江苏,117.41,125816.47,126800.0,616856.0,499289.91,71596.74,77440.9,0.61,0.065,1.33,7.63,20100910,11691.0
2472,双环传动,机械基件,浙江,60.99,19246.97,28837.19,252738.0,118454.77,96219.28,65524.48,2.27,0.36,5.65,4.96,20100910,9633.666666666666
2473,圣莱达,家用电器,浙江,0.0,16000.0,16000.0,39724.59,19940.23,13038.38,22195.42,1.39,-0.08800000000000001,2.35,14.06,20100910,-705.0
